City,State/Province,Country/Retion,Latitude,Longitude,Class Year,Class Year Date
Jerusalem,,Israel,,,1974,1/1/1974
Jerusalem,,Israel,,,1996,1/1/1996
Sederot,,Israel,,,2007,1/1/2007
Asti,,Italy,,,1980,1/1/1980
Milan,,Italy,,,1974,1/1/1974
Milan,,Italy,,,1976,1/1/1976
Rome,,Italy,,,1971,1/1/1971
Rome,,Italy,,,1981,1/1/1981
Kingston,,Jamaica,,,2013,1/1/2013
Aichi,,Japan,,,1996,1/1/1996
Akashi,,Japan,,,1999,1/1/1999
Ayauta-gun,,Japan,,,2017,1/1/2017
Bunkyo,,Japan,,,2018,1/1/2018
Bunkyo,,Japan,,,2018,1/1/2018
Camp Zama,,Japan,,,1988,1/1/1988
Chiba,,Japan,,,2000,1/1/2000
Chofu,,Japan,,,2017,1/1/2017
Chuo,,Japan,,,2017,1/1/2017
Fukoka,,Japan,,,1973,1/1/1973
Fukuoka,,Japan,,,1999,1/1/1999
Fukuoka,,Japan,,,2005,1/1/2005
Hirara-city Okinawa,,Japan,,,2001,1/1/2001
Hokkaido,,Japan,,,1977,1/1/1977
Ichikawa,,Japan,,,2016,1/1/2016
Inagi,,Japan,,,2018,1/1/2018
Kanagawa,,Japan,,,2003,1/1/2003
Kanagawa,,Japan,,,2008,1/1/2008
Karuizawa-machi,,Japan,,,2018,1/1/2018
Kasugai,,Japan,,,2005,1/1/2005
Kawaguchi City,,Japan,,,2009,1/1/2009
Kawasaki,,Japan,,,1997,1/1/1997
Kawasaki,,Japan,,,2016,1/1/2016
Kawasaki City,,Japan,,,2004,1/1/2004
Kawasaki-shi,,Japan,,,2003,1/1/2003
ken,,Japan,,,2006,1/1/2006
Kitasaku-gun,,Japan,,,2018,1/1/2018
Kobe,,Japan,,,1979,1/1/1979
Kobe,,Japan,,,2018,1/1/2018
Kobe,,Japan,,,2019,1/1/2019
Kobe,,Japan,,,2019,1/1/2019
Kobe Hyogo,,Japan,,,1997,1/1/1997
Kobe Hyogo,,Japan,,,2006,1/1/2006
Koto,,Japan,,,2020,1/1/2020
Kumanoto,,Japan,,,2005,1/1/2005
Kyoto,,Japan,,,1974,1/1/1974
Kyoto,,Japan,,,2004,1/1/2004
Maebashi-Shi,,Japan,,,2017,1/1/2017
Nagoya,,Japan,,,1975,1/1/1975
Nagoya,,Japan,,,2002,1/1/2002
Niiza-Shi,,Japan,,,2019,1/1/2019
Nishinomiya,,Japan,,,2019,1/1/2019
Okinawa,,Japan,,,2002,1/1/2002
Okinawa,,Japan,,,2002,1/1/2002
Osaka,,Japan,,,1975,1/1/1975
Osaka,,Japan,,,2018,1/1/2018
Ota,,Japan,,,2018,1/1/2018
Saitama,,Japan,,,2011,1/1/2011
Sakura,,Japan,,,2009,1/1/2009
Saltama,,Japan,,,1997,1/1/1997
Setagaya,,Japan,,,2017,1/1/2017
Setagaya,,Japan,,,2018,1/1/2018
Shimoniikura,,Japan,,,2004,1/1/2004
Takarazuka,,Japan,,,1973,1/1/1973
Tochigiken,,Japan,,,2005,1/1/2005
Tokoyo,,Japan,,,2006,1/1/2006
Tokyo,,Japan,,,1972,1/1/1972
Tokyo,,Japan,,,1973,1/1/1973
Tokyo,,Japan,,,1975,1/1/1975
Tokyo,,Japan,,,1975,1/1/1975
Tokyo,,Japan,,,1976,1/1/1976
Tokyo,,Japan,,,1977,1/1/1977
Tokyo,,Japan,,,1978,1/1/1978
Tokyo,,Japan,,,1979,1/1/1979
Tokyo,,Japan,,,1979,1/1/1979
Tokyo,,Japan,,,1979,1/1/1979
Tokyo,,Japan,,,1983,1/1/1983
Tokyo,,Japan,,,1987,1/1/1987
Tokyo,,Japan,,,1989,1/1/1989
Tokyo,,Japan,,,1989,1/1/1989
Tokyo,,Japan,,,1995,1/1/1995
Tokyo,,Japan,,,1996,1/1/1996
Tokyo,,Japan,,,1996,1/1/1996
Tokyo,,Japan,,,1996,1/1/1996
Tokyo,,Japan,,,1997,1/1/1997
Tokyo,,Japan,,,1998,1/1/1998
Tokyo,,Japan,,,1998,1/1/1998
Tokyo,,Japan,,,1999,1/1/1999
Tokyo,,Japan,,,2000,1/1/2000
Tokyo,,Japan,,,2001,1/1/2001
Tokyo,,Japan,,,2001,1/1/2001
Tokyo,,Japan,,,2002,1/1/2002
Tokyo,,Japan,,,2002,1/1/2002
Tokyo,,Japan,,,2002,1/1/2002
Tokyo,,Japan,,,2003,1/1/2003
Tokyo,,Japan,,,2004,1/1/2004
Tokyo,,Japan,,,2005,1/1/2005
Tokyo,,Japan,,,2005,1/1/2005
Tokyo,,Japan,,,2005,1/1/2005
Tokyo,,Japan,,,2005,1/1/2005
Tokyo,,Japan,,,2006,1/1/2006
Tokyo,,Japan,,,2007,1/1/2007
Tokyo,,Japan,,,2007,1/1/2007
Tokyo,,Japan,,,2007,1/1/2007
Tokyo,,Japan,,,2008,1/1/2008
Tokyo,,Japan,,,2008,1/1/2008
Tokyo,,Japan,,,2008,1/1/2008
Tokyo,,Japan,,,2009,1/1/2009
Tokyo,,Japan,,,2009,1/1/2009
Tokyo,,Japan,,,2009,1/1/2009
Tokyo,,Japan,,,2010,1/1/2010
Tokyo,,Japan,,,2010,1/1/2010
Tokyo,,Japan,,,2010,1/1/2010
Tokyo,,Japan,,,2011,1/1/2011
Tokyo,,Japan,,,2012,1/1/2012
Tokyo,,Japan,,,2012,1/1/2012
Tokyo,,Japan,,,2012,1/1/2012
Tokyo,,Japan,,,2014,1/1/2014
Tokyo,,Japan,,,2014,1/1/2014
Tokyo,,Japan,,,2014,1/1/2014
Tokyo,,Japan,,,2015,1/1/2015
Tokyo,,Japan,,,2017,1/1/2017
Tokyo,,Japan,,,2018,1/1/2018
Tokyo,,Japan,,,2018,1/1/2018
Toyonaka Osaka,,Japan,,,2005,1/1/2005
Waseda,,Japan,,,1989,1/1/1989
Yamaguchi,,Japan,,,1998,1/1/1998
Yokohama,,Japan,,,1970,1/1/1970
Yokohama,,Japan,,,1996,1/1/1996
Yokohama,,Japan,,,2003,1/1/2003
Yokohama,,Japan,,,2006,1/1/2006
Yokohama,,Japan,,,2006,1/1/2006
Yokohama,,Japan,,,2018,1/1/2018
Yokohama-Shi,,Japan,,,2015,1/1/2015
Yokohama-Shi,,Japan,,,2020,1/1/2020
Nairobi,,Kenya,,,1980,1/1/1980
Nairobi,,Kenya,,,1983,1/1/1983
Nairobi,,Kenya,,,1986,1/1/1986
Nairobi,,Kenya,,,2006,1/1/2006
Nairobi,,Kenya,,,2018,1/1/2018
Nairobi,,Kenya,,,2020,1/1/2020
Bishkek,,Kyrgyzstan,,,2018,1/1/2018
Beirut,,Lebanon,,,2010,1/1/2010
Beirut,,Lebanon,,,2011,1/1/2011
Beirut,,Lebanon,,,2011,1/1/2011
Beirut,,Lebanon,,,2014,1/1/2014
Beirut,,Lebanon,,,2016,1/1/2016
Beirut,,Lebanon,,,2018,1/1/2018
Beyrouth,,Lebanon,,,2015,1/1/2015
Fih Deddeh,,Lebanon,,,2011,1/1/2011
Johor Bahru,,Malaysia,,,2004,1/1/2004
Kuala Lumpur,,Malaysia,,,1984,1/1/1984
Kuala Lumpur,,Malaysia,,,2008,1/1/2008
Kuala Lumpur,,Malaysia,,,2017,1/1/2017
Kuala Lumpur,,Malaysia,,,2019,1/1/2019
Kuching,,Malaysia,,,2017,1/1/2017
Penang,,Malaysia,,,2002,1/1/2002
Penang,,Malaysia,,,2003,1/1/2003
Penang,,Malaysia,,,2008,1/1/2008
Sibu Sarawak,,Malaysia,,,2001,1/1/2001
Tanjung Tokong,,Malaysia,,,2018,1/1/2018
Brandon,,Manitoba,,,1984,1/1/1984
Winnipeg,,Manitoba,,,1987,1/1/1987
Curepipe,,Mauritius,,,2019,1/1/2019
Cananea,,Mexico,,,1972,1/1/1972
Cuernavaca,,Mexico,,,2002,1/1/2002
Mexico City,,Mexico,,,1977,1/1/1977
Mexico City,,Mexico,,,1978,1/1/1978
Mexico City,,Mexico,,,1978,1/1/1978
Mexico City,,Mexico,,,1987,1/1/1987
Mexico City,,Mexico,,,1987,1/1/1987
Ulaanbaatar,,Mongolia,,,2017,1/1/2017
Ulaanbaatar,,Mongolia,,,2020,1/1/2020
Yangon,,Myanmar,,,2002,1/1/2002
Yangon,,Myanmar,,,2008,1/1/2008
Yangon,,Myanmar,,,2017,1/1/2017
Yangon City,,Myanmar,,,2004,1/1/2004
Kathmandu,,Nepal,,,2000,1/1/2000
Kathmandu,,Nepal,,,2002,1/1/2002
Kathmandu,,Nepal,,,2003,1/1/2003
Kathmandu,,Nepal,,,2005,1/1/2005
Kathmandu,,Nepal,,,2006,1/1/2006
Kathmandu,,Nepal,,,2008,1/1/2008
Kathmandu,,Nepal,,,2009,1/1/2009
Kathmandu,,Nepal,,,2010,1/1/2010
Kathmandu,,Nepal,,,2012,1/1/2012
Kathmandu,,Nepal,,,2014,1/1/2014
Kathmandu,,Nepal,,,2015,1/1/2015
Lalitpur,,Nepal,,,2011,1/1/2011
Lamjung,,Nepal,,,2001,1/1/2001
Baarn,,Netherlands,,,2010,1/1/2010
Nieuwnhagen,,Netherlands,,,1983,1/1/1983
Wassenaar,,Netherlands,,,2003,1/1/2003
Auckland,,New Zealand,,,2005,1/1/2005
Auckland,,New Zealand,,,2006,1/1/2006
Auckland,,New Zealand,,,2008,1/1/2008
Auckland,,New Zealand,,,2015,1/1/2015
Auckland,,New Zealand,,,2015,1/1/2015
Rivas,,Nicaragua,,,1978,1/1/1978
Abuja,,Nigeria,,,2010,1/1/2010
Abuja,,Nigeria,,,2020,1/1/2020
Enugu,,Nigeria,,,1975,1/1/1975
Jos,,Nigeria,,,1983,1/1/1983
Kane,,Nigeria,,,1982,1/1/1982
Lagos,,Nigeria,,,1978,1/1/1978
Lagos,,Nigeria,,,2002,1/1/2002
Lagos,,Nigeria,,,2019,1/1/2019
Fiska,,Norway,,,2016,1/1/2016
Kolsaas,,Norway,,,2005,1/1/2005
Nesbru,,Norway,,,2006,1/1/2006
Oslo,,Norway,,,1974,1/1/1974
Oslo,,Norway,,,1974,1/1/1974
Oslo,,Norway,,,1974,1/1/1974
Oslo,,Norway,,,2011,1/1/2011
Oslo,,Norway,,,2013,1/1/2013
Al-Adhaiba,,Oman,,,2018,1/1/2018
Muscat,,Oman,,,2004,1/1/2004
Ali Karachi,,Pakistan,,,2013,1/1/2013
Islamabad,,Pakistan,,,1999,1/1/1999
Islamabad,,Pakistan,,,2008,1/1/2008
Islamabad,,Pakistan,,,2013,1/1/2013
Islamabad,,Pakistan,,,2018,1/1/2018
Jeddah,,Pakistan,,,2015,1/1/2015
Karachi,,Pakistan,,,1971,1/1/1971
Karachi,,Pakistan,,,1982,1/1/1982
Karachi,,Pakistan,,,2015,1/1/2015
Karachi Sind,,Pakistan,,,2003,1/1/2003
Lahore,,Pakistan,,,2002,1/1/2002
Lahore,,Pakistan,,,2003,1/1/2003
Lahore,,Pakistan,,,2004,1/1/2004
Lahore,,Pakistan,,,2007,1/1/2007
Lahore,,Pakistan,,,2008,1/1/2008
Lahore,,Pakistan,,,2009,1/1/2009
Lahore,,Pakistan,,,2009,1/1/2009
Lahore,,Pakistan,,,2010,1/1/2010
Lahore,,Pakistan,,,2012,1/1/2012
Lahore,,Pakistan,,,2014,1/1/2014
Lahore,,Pakistan,,,2015,1/1/2015
Lahore,,Pakistan,,,2016,1/1/2016
Lahore,,Pakistan,,,2017,1/1/2017
Lahore,,Pakistan,,,2017,1/1/2017
Lahore,,Pakistan,,,2019,1/1/2019
Lahore,,Pakistan,,,2019,1/1/2019
Lahore,,Pakistan,,,2020,1/1/2020
Lahore Cantt.,,Pakistan,,,2017,1/1/2017
Lahore Punjab,,Pakistan,,,2001,1/1/2001
Mirpur,,Pakistan,,,2010,1/1/2010
Asuncion,,Paraguay,,,2006,1/1/2006
Lima,,Peru,,,1984,1/1/1984
Lima,,Peru,,,2003,1/1/2003
Lima,,Peru,,,2013,1/1/2013
Lima,,Peru,,,2019,1/1/2019
Baguio,,Philippines,,,2010,1/1/2010
Manila,,Philippines,,,1978,1/1/1978
Manila,,Philippines,,,1983,1/1/1983
Manila,,Philippines,,,2017,1/1/2017
Pasig,,Philippines,,,2010,1/1/2010
Quezon City,,Philippines,,,2003,1/1/2003
Paslg City,,Phillipines,,,1996,1/1/1996
Warsaw,,Poland,,,2019,1/1/2019
Sintra,,Portugal,,,2013,1/1/2013
San Juan,,Puerto Rico,,,1982,1/1/1982
Bucharest,,Romania,,,2005,1/1/2005
Bucharest,,Romania,,,2011,1/1/2011
lasi,,Romania,,,2003,1/1/2003
Timisoara,,Romania,,,2000,1/1/2000
Kazan,,Russia,,,2014,1/1/2014
Moscow,,Russia,,,2004,1/1/2004
Moscow,,Russia,,,2012,1/1/2012
St. Petersburg,,Russia,,,2018,1/1/2018
Dhahran,,Saudi Arabia,,,1986,1/1/1986
Dhahran,,Saudi Arabia,,,1999,1/1/1999
Dhahran,,Saudi Arabia,,,2005,1/1/2005
Riyadh,,Saudi Arabia,,,1977,1/1/1977
Dakar,,Senegal,,,2007,1/1/2007
Dakar,,Senegal,,,2008,1/1/2008
Dakar-Fann,,Senegal,,,2005,1/1/2005
Thioffy Podor,,Senegal,,,2010,1/1/2010
Au Cap,,Seychelles,,,2014,1/1/2014
Crescent,,Singapore,,,1997,1/1/1997
Singapore,,Singapore,,,1996,1/1/1996
Singapore,,Singapore,,,2005,1/1/2005
Singapore,,Singapore,,,2005,1/1/2005
Singapore,,Singapore,,,2006,1/1/2006
Singapore,,Singapore,,,2006,1/1/2006
Singapore,,Singapore,,,2006,1/1/2006
Singapore,,Singapore,,,2006,1/1/2006
Singapore,,Singapore,,,2007,1/1/2007
Singapore,,Singapore,,,2007,1/1/2007
Singapore,,Singapore,,,2007,1/1/2007
Singapore,,Singapore,,,2007,1/1/2007
Singapore,,Singapore,,,2007,1/1/2007
Singapore,,Singapore,,,2007,1/1/2007
Singapore,,Singapore,,,2008,1/1/2008
Singapore,,Singapore,,,2008,1/1/2008
Singapore,,Singapore,,,2008,1/1/2008
Singapore,,Singapore,,,2009,1/1/2009
Singapore,,Singapore,,,2009,1/1/2009
Singapore,,Singapore,,,2009,1/1/2009
Singapore,,Singapore,,,2009,1/1/2009
Singapore,,Singapore,,,2009,1/1/2009
Singapore,,Singapore,,,2009,1/1/2009
Singapore,,Singapore,,,2010,1/1/2010
Singapore,,Singapore,,,2010,1/1/2010
Singapore,,Singapore,,,2011,1/1/2011
Singapore,,Singapore,,,2011,1/1/2011
Singapore,,Singapore,,,2012,1/1/2012
Singapore,,Singapore,,,2012,1/1/2012
Singapore,,Singapore,,,2013,1/1/2013
Singapore,,Singapore,,,2013,1/1/2013
Singapore,,Singapore,,,2013,1/1/2013
Singapore,,Singapore,,,2013,1/1/2013
Singapore,,Singapore,,,2020,1/1/2020
Singapore,,Singapore,,,2020,1/1/2020
Skalica,,Slovakia,,,2019,1/1/2019
Bandolierkop,,South Africa,,,1985,1/1/1985
Klerksdorp,,South Africa,,,2019,1/1/2019
Ansan Kyonggi,,South Korea,,,2002,1/1/2002
Ansan-si Kyungki-do,,South Korea,,,2003,1/1/2003
Bucheon,,South Korea,,,2013,1/1/2013
Busan,,South Korea,,,2009,1/1/2009
Busan,,South Korea,,,2011,1/1/2011
Chungbuk,,South Korea,,,2009,1/1/2009
Cwangyang,,South Korea,,,2010,1/1/2010
Daegu,,South Korea,,,2005,1/1/2005
Daegu,,South Korea,,,2010,1/1/2010
Daegu Kyung-Book,,South Korea,,,2008,1/1/2008
Daejeon,,South Korea,,,2007,1/1/2007
Daejeon,,South Korea,,,2008,1/1/2008
Daejeon,,South Korea,,,2011,1/1/2011
Daejeon,,South Korea,,,2013,1/1/2013
Daejeon,,South Korea,,,2015,1/1/2015
Daejeon,,South Korea,,,2019,1/1/2019
Do,,South Korea,,,2011,1/1/2011
Do,,South Korea,,,2012,1/1/2012
Do,,South Korea,,,2012,1/1/2012
Gongju,,South Korea,,,2007,1/1/2007
Goyang,,South Korea,,,2013,1/1/2013
Goyang-si,,South Korea,,,2012,1/1/2012
Gwangju,,South Korea,,,2008,1/1/2008
Gwangju City,,South Korea,,,2007,1/1/2007
Gwangmyeong-Si,,South Korea,,,2005,1/1/2005
Gyeonggi-Do,,South Korea,,,2005,1/1/2005
Incheon,,South Korea,,,2005,1/1/2005
Incheon,,South Korea,,,2011,1/1/2011
Jeonnam,,South Korea,,,2011,1/1/2011
Kangdonggu Seoul,,South Korea,,,2008,1/1/2008
Kangnam-Gu Seoul,,South Korea,,,2000,1/1/2000
Kwangju-Kun,,South Korea,,,1995,1/1/1995
Kwangju-Shi,,South Korea,,,2010,1/1/2010
KyungGi Do,,South Korea,,,2009,1/1/2009
namdo,,South Korea,,,2012,1/1/2012
Pusan,,South Korea,,,2010,1/1/2010
Sangdang-Gu Cheongju,,South Korea,,,2008,1/1/2008
Seobuk-gu,,South Korea,,,2015,1/1/2015
Seogwipo,,South Korea,,,2020,1/1/2020
Seongnam,,South Korea,,,2016,1/1/2016
Seongnam-shi,,South Korea,,,2011,1/1/2011
Seongnam-Si,,South Korea,,,2012,1/1/2012
Seongnamsi Bundang,,South Korea,,,2018,1/1/2018
Seongsan-gu,,South Korea,,,2015,1/1/2015
Seoul,,South Korea,,,1976,1/1/1976
Seoul,,South Korea,,,1996,1/1/1996
Seoul,,South Korea,,,2001,1/1/2001
Seoul,,South Korea,,,2002,1/1/2002
Seoul,,South Korea,,,2003,1/1/2003
Seoul,,South Korea,,,2003,1/1/2003
Seoul,,South Korea,,,2003,1/1/2003
Seoul,,South Korea,,,2004,1/1/2004
Seoul,,South Korea,,,2004,1/1/2004
Seoul,,South Korea,,,2004,1/1/2004
Seoul,,South Korea,,,2004,1/1/2004
Seoul,,South Korea,,,2005,1/1/2005
Seoul,,South Korea,,,2005,1/1/2005
Seoul,,South Korea,,,2005,1/1/2005
Seoul,,South Korea,,,2006,1/1/2006
Seoul,,South Korea,,,2006,1/1/2006
Seoul,,South Korea,,,2006,1/1/2006
Seoul,,South Korea,,,2007,1/1/2007
Seoul,,South Korea,,,2007,1/1/2007
Seoul,,South Korea,,,2007,1/1/2007
Seoul,,South Korea,,,2007,1/1/2007
Seoul,,South Korea,,,2008,1/1/2008
Seoul,,South Korea,,,2009,1/1/2009
Seoul,,South Korea,,,2009,1/1/2009
Seoul,,South Korea,,,2009,1/1/2009
Seoul,,South Korea,,,2010,1/1/2010
Seoul,,South Korea,,,2010,1/1/2010
Seoul,,South Korea,,,2011,1/1/2011
Seoul,,South Korea,,,2011,1/1/2011
Seoul,,South Korea,,,2012,1/1/2012
Seoul,,South Korea,,,2013,1/1/2013
Seoul,,South Korea,,,2014,1/1/2014
Seoul,,South Korea,,,2017,1/1/2017
Seoul,,South Korea,,,2017,1/1/2017
Seoul,,South Korea,,,2018,1/1/2018
Sung Nam,,South Korea,,,2007,1/1/2007
Uijeongbu Gyeonggido,,South Korea,,,2010,1/1/2010
Uiwang City,,South Korea,,,2012,1/1/2012
Yong-in,,South Korea,,,2002,1/1/2002
Yong-in,,South Korea,,,2011,1/1/2011
Yongin-si,,South Korea,,,2014,1/1/2014
Gran,,Spain,,,2016,1/1/2016
Madrid,,Spain,,,1980,1/1/1980
Marratxi,,Spain,,,2016,1/1/2016
Colombo,,Sri Lanka,,,2003,1/1/2003
Colombo,,Sri Lanka,,,2011,1/1/2011
Colombo,,Sri Lanka,,,2016,1/1/2016
Rajagiriya,,Sri Lanka,,,2001,1/1/2001
Manzini,,Swaziland,,,2010,1/1/2010
Mbabane,,Swaziland,,,1981,1/1/1981
Mbabane,,Swaziland,,,2006,1/1/2006
Ngomane,,Swaziland,,,2002,1/1/2002
Siteki,,Swaziland,,,2011,1/1/2011
Hagersten,,Sweden,,,2011,1/1/2011
Kungalv,,Sweden,,,1974,1/1/1974
Sigtuna,,Sweden,,,2012,1/1/2012
Sigtuna,,Sweden,,,2014,1/1/2014
Vastervik,,Sweden,,,2019,1/1/2019
Baar,,Switzerland,,,1983,1/1/1983
Bern,,Switzerland,,,1998,1/1/1998
Celigny,,Switzerland,,,1985,1/1/1985
Commugny,,Switzerland,,,1988,1/1/1988
Founex,,Switzerland,,,2012,1/1/2012
Geneva,,Switzerland,,,1982,1/1/1982
Geneva,,Switzerland,,,1985,1/1/1985
Geneva,,Switzerland,,,1998,1/1/1998
Vufflens-Le-Chateau,,Switzerland,,,2011,1/1/2011
Tartus,,Syria,,,2018,1/1/2018
New Taipei City,,Taiwan,,,2014,1/1/2014
Putz,,Taiwan,,,2007,1/1/2007
Shanhua,,Taiwan,,,2016,1/1/2016
Taichung,,Taiwan,,,1998,1/1/1998
Tainan,,Taiwan,,,2011,1/1/2011
Tainan City,,Taiwan,,,2012,1/1/2012
Taipei,,Taiwan,,,1989,1/1/1989
Taipei,,Taiwan,,,2000,1/1/2000
Taipei,,Taiwan,,,2002,1/1/2002
Taipei,,Taiwan,,,2005,1/1/2005
Taipei,,Taiwan,,,2005,1/1/2005
Taipei,,Taiwan,,,2006,1/1/2006
Taipei,,Taiwan,,,2007,1/1/2007
Taipei,,Taiwan,,,2007,1/1/2007
Taipei,,Taiwan,,,2008,1/1/2008
Taipei,,Taiwan,,,2010,1/1/2010
Taipei,,Taiwan,,,2011,1/1/2011
Taipei,,Taiwan,,,2012,1/1/2012
Taipei,,Taiwan,,,2013,1/1/2013
Taipei,,Taiwan,,,2013,1/1/2013
Taipei,,Taiwan,,,2013,1/1/2013
Taipei City,,Taiwan,,,2017,1/1/2017
Talchung,,Taiwan,,,1997,1/1/1997
Bangkok,,Thailand,,,1972,1/1/1972
Bangkok,,Thailand,,,1981,1/1/1981
Bangkok,,Thailand,,,2001,1/1/2001
Bangkok,,Thailand,,,2002,1/1/2002
Bangkok,,Thailand,,,2005,1/1/2005
Bangkok,,Thailand,,,2005,1/1/2005
Bangkok,,Thailand,,,2016,1/1/2016
Bangkok,,Thailand,,,2016,1/1/2016
Bangkok,,Thailand,,,2017,1/1/2017
Bangkok,,Thailand,,,2019,1/1/2019
Bangok,,Thailand,,,2012,1/1/2012
Bangphliyai,,Thailand,,,2017,1/1/2017
Bankok,,Thailand,,,2016,1/1/2016
Nakorn Prathom,,Thailand,,,1973,1/1/1973
Pak Kret,,Thailand,,,2016,1/1/2016
Pakkred,,Thailand,,,2014,1/1/2014
PakKret,,Thailand,,,2015,1/1/2015
Pathumthani,,Thailand,,,2010,1/1/2010
Samutprakarn,,Thailand,,,2015,1/1/2015
Nassau,,The Bahamas,,,2019,1/1/2019
La Horquetta Arima,,Trinidad and Tobago,,,2003,1/1/2003
Rousillac,,Trinidad and Tobago,,,2004,1/1/2004
El Ghazela,,Tunisia,,,2017,1/1/2017
Ankara,,Turkey,,,2001,1/1/2001
Eskisehir,,Turkey,,,2002,1/1/2002
Istanbul,,Turkey,,,1999,1/1/1999
Istanbul,,Turkey,,,2000,1/1/2000
Istanbul,,Turkey,,,2003,1/1/2003
Istanbul,,Turkey,,,2007,1/1/2007
Istanbul,,Turkey,,,2010,1/1/2010
Istanbul,,Turkey,,,2012,1/1/2012
Istanbul,,Turkey,,,2015,1/1/2015
Istanbul,,Turkey,,,2018,1/1/2018
Izmir,,Turkey,,,2007,1/1/2007
Sarigol,,Turkey,,,2014,1/1/2014
Umraniye,,Turkey,,,2019,1/1/2019
Busia,,Uganda,,,2002,1/1/2002
Kharkiv,,Ukraine,,,2018,1/1/2018
Kyiv,,Ukraine,,,2016,1/1/2016
Kyyiv,,Ukraine,,,2019,1/1/2019
Dubai,,United Arab Emirates,,,1996,1/1/1996
Dubai,,United Arab Emirates,,,2001,1/1/2001
Dubai,,United Arab Emirates,,,2007,1/1/2007
Dubai,,United Arab Emirates,,,2015,1/1/2015
Dubai,,United Arab Emirates,,,2016,1/1/2016
Dubai,,United Arab Emirates,,,2019,1/1/2019
Alton Hants,,United Kingdom,,,2010,1/1/2010
Battle,,United Kingdom,,,2006,1/1/2006
Cambridge,,United Kingdom,,,2014,1/1/2014
Canterbury,,United Kingdom,,,2007,1/1/2007
Cobham,,United Kingdom,,,2006,1/1/2006
Edinburgh,,United Kingdom,,,2002,1/1/2002
Godalming,,United Kingdom,,,2014,1/1/2014
Hatfield,,United Kingdom,,,2007,1/1/2007
London,,United Kingdom,,,1997,1/1/1997
London,,United Kingdom,,,2005,1/1/2005
London,,United Kingdom,,,2009,1/1/2009
London,,United Kingdom,,,2011,1/1/2011
London,,United Kingdom,,,2013,1/1/2013
London,,United Kingdom,,,2015,1/1/2015
London,,United Kingdom,,,2019,1/1/2019
Ludlow,,United Kingdom,,,1998,1/1/1998
Mirfield,,United Kingdom,,,2015,1/1/2015
Northwood,,United Kingdom,,,2019,1/1/2019
Sevenoaks,,United Kingdom,,,2013,1/1/2013
Surrey,,United Kingdom,,,1996,1/1/1996
T AS IS,,United Kingdom,,,1997,1/1/1997
Wolverhampton,,United Kingdom,,,2014,1/1/2014
Tashkent,,Uzbekistan,,,2007,1/1/2007
Caracas,,Venezuela,,,1970,1/1/1970
Caracas,,Venezuela,,,1976,1/1/1976
Valencia,,Venezuela,,,2010,1/1/2010
Dalat Lam Dong,,Vietnam,,,2005,1/1/2005
Hanoi,,Vietnam,,,2001,1/1/2001
Hanoi,,Vietnam,,,2007,1/1/2007
Hanoi,,Vietnam,,,2008,1/1/2008
Hanoi,,Vietnam,,,2010,1/1/2010
Hanoi,,Vietnam,,,2012,1/1/2012
Hanoi,,Vietnam,,,2012,1/1/2012
Hanoi,,Vietnam,,,2013,1/1/2013
Hanoi,,Vietnam,,,2016,1/1/2016
Hanoi,,Vietnam,,,2018,1/1/2018
Hanoi,,Vietnam,,,2018,1/1/2018
Hanoi,,Vietnam,,,2018,1/1/2018
Hanoi,,Vietnam,,,2019,1/1/2019
Hanoi,,Vietnam,,,2020,1/1/2020
Ho Chi Minh,,Vietnam,,,2013,1/1/2013
Ho Chi Minh,,Vietnam,,,2015,1/1/2015
Ho Chi Minh City,,Vietnam,,,2011,1/1/2011
Ho Chi Minh City,,Vietnam,,,2015,1/1/2015
Ho Chi Minh City,,Vietnam,,,2017,1/1/2017
Ho Chi Minh City,,Vietnam,,,2018,1/1/2018
Ho Chi Minn City,,Vietnam,,,2019,1/1/2019
Long Xuyen,,Vietnam,,,2012,1/1/2012
NhaTrang Khanh Hoa,,Vietnam,,,2009,1/1/2009
Frankfurt,,West Germany,,,1978,1/1/1978
Belgrade,,Yugoslavia,,,1984,1/1/1984
Harare,,Zimbabwe,,,2003,1/1/2003
Harare,,Zimbabwe,,,2013,1/1/2013
Harare,,Zimbabwe,,,2018,1/1/2018
Harare,,Zimbabwe,,,2020,1/1/2020
Mutare,,Zimbabwe,,,2016,1/1/2016
